id,Цена,Число комнат,Тип жилья,Общая площадь,Адресс,Название ЖК,Описание,Ссылка,Год постройки,Этаж квартиры,Этажей в доме,Высота потолков,Санузел,Вид из окон,Ремонт,Строительная серия,Количество лифтов,Тип перекрытий,Парковка,Подъезды,Отопление,Аварийность,Цена за метр,Условия сделки,Ипотека,Жилая площадь,Площадь кухни,Балкон/лоджия,Тип дома,Газоснабжение,Мусоропровод,Год сдачи,Отделка,Дом
289064514,8 960 000,2,Вторичка,67,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Фролова, 31",,"Прекрасная квартира в ЖК Правобережный в кирпичном доме с видом на Верх-Исетский пруд. Закрытый двор, охрана, детские площадки для разных возрастов, подземный паркинг, теннисный корт. Развитая инфраструктура, рядом спортивный центр, бассейн, фитнес-клуб, детские сады, школы, поликлиники, магазины. До центра города 10 минут. В отделке квартиры использованы качественные материалы, на полу ламинат, на стенах обои, натяжные потолки, тёплые полы на кухне и в ванной, гардеробная. Из мебели остаются кухонный и спальный гарнитуры, бытовая техника, шкафы-купы. Долгов и обременений нет, два взрослых собственника. Теплая и уютная квартира ждет новых хозяев! . Номер в базе: 9505781.",https://ekb.cian.ru/sale/flat/289064514/,2007.0,2,16,,1 совмещенный,,Евроремонт,,"1 пассажирский, 1 грузовой",Железобетонные,,14.0,Индивидуальный тепловой пункт,Нет,133 731 ₽/м²,свободная продажа,,,"13,2",1 балкон,Кирпичный,,,,,
289063156,6 499 000,2,Вторичка,"59,3","Свердловская область, Екатеринбург, мкр. Широкая Речка, ул. Николая Кичигина, 9/3",ЖК «NOVA park (Нова парк)»,"Арт. 46580473 Абсолютно новая Уютная 2 ккв., с чистовой отделкой от Застройщика.

Современная планировка с кухней-гостиной.
Светлая Юго-восточная сторона.

Дом компактный 9-этажный. Небольшое количество соседей как на этаже, так и в доме.  Соседи в основном - семейные люди (в комплексе практически нет студий)

В ЖК - Уютный закрытый двор, без машин во дворе. Обустроены детские площадки и зоны отдыха для взрослых.

Также  на -1 этаже есть паркинг + гостевые места предусмотрены  по периметру дома.


Дом находится в окружении новых домов. Поблизости есть магазины, салоны красоты, ТРЦ Лента, спортивные детские центры, частные детские сады, в 5 минутах  25 и 31 средние образовательные школы.

На ул. Рябинина  и Суходольской - общественный транспорт.  Плюсом  в 10 минутах ходьбы к концу 2023 года появится трамвайная линия.

Один  совершеннолетний собственник. Без обременений. 
Звоните! Ждем Вас !",https://ekb.cian.ru/sale/flat/289063156/,2022.0,3,9,"2,7",1 раздельный,На улицу и двор,Косметический,,1 пассажирский,Железобетонные,,1.0,Центральное,Нет,109 595 ₽/м²,свободная продажа,возможна,25,17,1 лоджия,Блочный,,,,,
289064423,2 430 000,1,Новостройка,24,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Большой Каретный жилой комплекс",ЖК «Большой каретный»,"Продается новая квартира - студия в современном доме, с газовой котельной.
очень удобная локация , развитый район Уктус .
Все , что нужно для жизни рядом ТРЦ , аквапарк , Уктусские горы , остановки транспорта , станция метро Ботаническая .
Отделка ""под чистовую"": стены выровнены, на полу стяжка. Подведены все коммуникации .
Звоните !!!! Мы очень ждем Ваших звонков !!!

 ID объекта в нашей базе: 22533",https://ekb.cian.ru/sale/flat/289064423/,,18,27,,1 совмещенный,,,,,,,,,,101 250 ₽/м²,долевое участие (214-ФЗ),,13,5,1 лоджия,,,,2024.0,,Не сдан
289067122,5 880 000,3,Вторичка,60,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Ильича, 42",,"Арт. 46571450 Квартира уютная с удобной планировкой на две стороны, в центре района Уралмаш.
В квартире сделан хороший ремонт для вашего комфортного проживания.

В шаговой доступности 2 станции метро, магазины, остановки общественного транспорта, удобная  транспортная развязка.
Рядом лучшие школы района ( Гимназия 100, новая школа 80), идеально подойдет для семей с детьми.

Звоните , покажу именно вам.",https://ekb.cian.ru/sale/flat/289067122/,1985.0,9,9,,1 раздельный,На улицу и двор,Косметический,,1 пассажирский,Железобетонные,,2.0,Центральное,Нет,98 000 ₽/м²,свободная продажа,возможна,40,7,1 лоджия,Блочный,,,,,
289066420,4 750 000,2,Вторичка,"62,6","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Рощинская, 39",,"Продается двухкомнатная квартира на берегу нижне-исетского пруда. Есть подземный паркинг, так же много парковочных мест во дворе.",https://ekb.cian.ru/sale/flat/289066420/,2011.0,3,9,,,,,,,Железобетонные,,2.0,Автономная котельная,Нет,75 879 ₽/м²,свободная продажа,,"31,8",,,Монолитный,Центральное,,,,
289063778,4 450 000,2,Вторичка,"42,7","Свердловская область, Екатеринбург, р-н Ленинский, мкр. Юго-Западный, ул. Академика Постовского, 12А",,"Дом ОБРАЗЦОВОГО содержания. Закрытая территория двора с новыми детскими площадками. В квартире произведена замена труб водоснабжения и канализации,  дополнительно установлены магнитные счетчики на воду,  так же произведена замена отопительных приборов, стены и потолок подготовлены к ремонту, лоджия отремонтирована и установлены стеклопакеты.
ID объекта в нашей базе: 22532",https://ekb.cian.ru/sale/flat/289063778/,1983.0,7,9,,1 совмещенный,,Косметический,,1 пассажирский,Железобетонные,,9.0,Центральное,Нет,104 215 ₽/м²,свободная продажа,,"23,9","8,3",1 лоджия,Панельный,Центральное,Нет,,,
289064509,4 850 000,1,Вторичка,"45,8","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Щербакова, 20",,"Большая! 1-комнатная квартира по ул. Щербакова, 20 в районе Уктус на комфортном 2 этаже. Теплая, светлая, с хорошим ремонтом квартира. Удобная транспортная развязка в любую точку города. Собственная автономная котельная позволяет не переплачивать за коммунальные услуги. Новый дом с чистыми комфортными подъездами с детской площадкой и доступной инфраструктурой: в шаговой доступности школы, садик, спортивный комплекс, медицинские учреждения, аквапарк. Подходим под любые виды сертификата, ипотека. Никаких обременений, один взрослый собственник, никто не прописан. Квартира освобождена, ключи в день расчета. . Номер в базе: 9540476.",https://ekb.cian.ru/sale/flat/289064509/,2011.0,2,15,,1 совмещенный,,Косметический,,"1 пассажирский, 1 грузовой",Железобетонные,,7.0,Автономная котельная,Нет,105 895 ₽/м²,свободная продажа,,,15,1 балкон,Блочный,Центральное,,,,
289064446,6 400 000,3,Вторичка,"63,7","Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Парковый, ул. Мичурина, 212",,"Отличная трехкомнатная квартира с изолированными комнатами и косметическим ремонтом: установлены пластиковые стеклопакеты во всех комнатах и на лоджии, натяжные потолки, поменяны межкомнатные двери, ванна и туалет раздельные,кафель, установлены счетчики ХВС и ГВС, сейф-дверь. Фактически ""Тихий Центр"", рядом ЦПКО, в шаговой доступности остановки транспорта, садик, школа, магазины, Обмен на две квартиры. Разумный торг.
ID объекта в нашей базе: 82",https://ekb.cian.ru/sale/flat/289064446/,1980.0,9,9,"2,6",1 раздельный,,Косметический,1-468,1 пассажирский,Железобетонные,,4.0,Центральное,Нет,100 471 ₽/м²,альтернатива,,48,8,1 лоджия,Панельный,Центральное,Да,,,
289064511,7 500 000,2,Вторичка,62,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Мраморская, 6",ЖК «Шишимская горка»,"Эту квартиру можно купить в ипотеку по сниженным ставкам!
В продаже шикарная двухкомнатная квартира уникальной планировки с большой кухней-гостиной в престижном жилом комплексе г. Екатеринбурга
В 10 минутах езды от станции метро ""Ботаническая"". Большая кухня  гостиная позволит собираться дружной семьей не только для трапезы, но и для общения, просмотра телевизора, приема гостей.
Увеличенные, почти панорамные окна сделают квартиру очень светлой, уютной и откроют шикарные виды на город, не вставая с дивана.
Просторная гардеробная позволит разгрузить комнаты от шкафов
Закрытая территория комплекса с видеонаблюдением создаст атмосферу защищенности и безопасности
Подземный дизайнерский паркинг обеспечит сохранность автомобиля внутри комплекса.
Дом выстроен из кирпича  самого экологически чистого строительного материала, который обеспечивает тепло- и шумоизоляцию в квартире.
Установлены окна с двойным энергосберегающими стекло-пакетами и зеркальным напылением, радиаторы отопления с терморегуляторами. Входная сейф-дверь самого лучшего качества! Организован поквартирный учёт энергоресурсов (водоснабжения, отопления, электричества), все показания передаются автоматически в управля . Номер в базе: 9504360.",https://ekb.cian.ru/sale/flat/289064511/,2022.0,8,16,,1 совмещенный,,Без ремонта,Индивидуальный проект,"1 пассажирский, 1 грузовой",Железобетонные,,9.0,Индивидуальный тепловой пункт,Нет,120 968 ₽/м²,свободная продажа,,22,18,1 лоджия,Монолитный,,,,,
289064517,5 200 000,2,Вторичка,"48,9","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, ул. Селькоровская, 40",,"Продается уютная, светлая двухкомнатная квартира, удачная планировка - ""распашонка"", комнаты расположены напротив друг друга. Свежий косметический ремонт, на полу выстелен ламинат, установлены натяжные потолки, теплый пол. 
 Отличный вариант для тех, кто ищет жилье в формате ""Заезжай и живи"". Отличная развитая инфраструктура района. Все необходимое рядом: магазины, аптеки, школа и детский сад, поликлиника, остановки общественного транспорта, а также парк.
 Приглашаем на просмотр! При необходимости помогу бесплатно оформить ипотеку. . Номер в базе: 9544478.",https://ekb.cian.ru/sale/flat/289064517/,1984.0,7,9,,1 совмещенный,,Косметический,,1 пассажирский,Железобетонные,,7.0,Центральное,Нет,106 339 ₽/м²,свободная продажа,,,8,1 лоджия,Панельный,Центральное,,,,
289063928,5 250 000,2,Вторичка,48,"Свердловская область, Екатеринбург, р-н Автовокзал, ул. Белинского, 149",,"Продается двухкомнатная квартира в центре Екатеринбурга!
Высокий первый этаж , квартира просторная , но требует косметического ремонта , ванная и сан узел в хорошем состоянии - качественно сделан ремонт. Стояки поменяны , счетчики установлены. В квартире оставим все как есть , как видите на фото. Большая просторная лоджия застеклена , во всех комнатах так же двухкамерные стеклопакеты. Зимой в квартире тепло , летом прохладно в знойную жару. 
Отличная локация как огромное преимущество , рядом абсолютно вся инфраструктура. За домом остановки транспорта , в шаговой доступности метро и южный автовокзал , магазины , торговые центры , школы, детские сады , больницы. 
Зеленые дворы и детские площадки создают комфортное проживание.
1 взрослый собственник , обременений нет, звоните!
С потенциальным покупателем готовы обсудить вопрос торга.",https://ekb.cian.ru/sale/flat/289063928/,1988.0,1,12,"2,5",1 раздельный,На улицу,Косметический,,2 пассажирских,Железобетонные,Наземная,1.0,Центральное,Нет,109 375 ₽/м²,свободная продажа,возможна,"28,6","6,7",1 лоджия,Панельный,,Да,,,
289066413,4 290 000,1,Вторичка,36,"Свердловская область, Екатеринбург, мкр. Академический, ул. Рябинина, 18",,"Продается однокомнатная квартира в новом монолитном доме в ЖК ""Рябиновый квартал"", построенного в 2018 году по спецпроекту. Строительство данного комплекса велось с использованием передовых технологий, позволяющих добиться максимальной функциональности конструкций и инженерных систем.  
  Квартира расположена на 7 этаже 16-этажного дома. Удобная планировка, общая площадь квартиры 36 кв.м., жилая комната 17 кв.м., кухня 11 кв.м., санузел 4 кв.м. Дополнительно к общей площади квартиры трехметровая застекленная лоджия. В просторном санузле сделан хороший ремонт, установлена качественная сантехника. Квартира полностью готова для комфортного проживания, выполнен качественный ремонт и Вам не придется выделять дополнительный бюджет, тратить силы и время на ремонт новой квартиры. Входные двери - металлические сейф-двери, установлены хорошие межкомнатные двери, натяжные потолки с встроенным освещением, на полу ламинат. Установлены радиаторы отопления с терморегуляторами, благодаря чему вы сами можете регулировать уровень отопления в квартире и устанавливать комфортную для себя температуру. В подарок покупателю в квартире остается шкаф-купе и хороший кухонный гарнитур с встроенной техникой. 
Во дворе современная детская площадка, организована большая парковочная зона, а также строится 7-этажный паркинг, где можно будет приобрести или арендоваться для себя парковочное место.  Рядом находятся Юго-западный лесопарк и ТРЦ ""Академический"", несколько супермаркетов, расположено три детских сада и две общеобразовательные школы.
  Квартира приобреталась у застройщика, чистая продажа, один собственник, возможна продажа по ипотеке. Просмотр в удобное для вас время. Звоните, договоримся.


ID объекта в нашей базе: 427",https://ekb.cian.ru/sale/flat/289066413/,2018.0,7,16,"2,7",1 совмещенный,,Евроремонт,,1 пассажирский,Железобетонные,,4.0,Центральное,Нет,119 167 ₽/м²,свободная продажа,возможна,17,11,1 лоджия,Блочный,,,,,
289064444,5 500 000,3,Вторичка,"52,8","Свердловская область, Екатеринбург, р-н Центр, ул. Короленко, 10",,"Отличная квартира в
экологически чистом кирпичном доме, ""Тихий Центр"". В доме в 2021г
сделан капитальный ремонт: отремонтирован фасад здания, поменяна кровля,
стропила, отливы с крыши, установлены пластиковые стояки, трубы, канализация, в
подъезде установлены пластиковые стеклопакеты, сейфовые входные двери,
отсутствуют запахи, подвальное помещение сухое, закрыто, освобождено от частных
складских помещений. В квартире установлены два пластиковых окна, сделана
""горизонтальная"" разводка водопроводных труб и труб отопления (до
батарей), установлены счетчики ХВС и ГВС , железная входная дверь. При
проведении капитального ремонта в квартиру заведен трехжильный медный кабель
(заземление). В шаговой доступности масса магазинов, школа. садик, остановки
транспорта, Метро ""Динамо"" и ""Вокзал"". Также рядом
находится продаваемый (за дополнительную плату) капитальный наземный гараж по
ул. Челюскинцев. Разумный торг возможен, Чистая продажа
ID объекта в нашей базе: 81",https://ekb.cian.ru/sale/flat/289064444/,1960.0,4,5,"2,6",1 раздельный,,Без ремонта,,,Железобетонные,,2.0,Центральное,Нет,104 167 ₽/м²,свободная продажа,возможна,"39,1","6,1",1 балкон,,Центральное,Нет,,,
289064519,5 350 000,1,Вторичка,"42,3","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Щербакова, 150",ЖК «River Park (Ривер Парк)»,"Евродвушка на 25 этаже с шикарным видом на Нижне-Исетский пруд.

- в ванной комнате стены выложены плиткой, произведена замена смесителей на новые, установлены электрополотенцесушитель и сушилка над ванной, экран под ванной, раковина-тумба, зеркало-шкаф, есть принудительная вытяжка;
- на балконе пол выложен кафелем;
- в спальне и коридоре обои затонированы в цвет;

В квартире новый качественный кухонный гарнитур со встроенной техникой (варочная панель, посудомойка, вытяжка).

- Собственный закрытый двор с видеонаблюдением. В каждом подъезде: гостевые с/у, мойка лап для домашних питомцев, колясочные.
- Собственный парк для прогулок с зонами отдыха и спорта и пляж с шезлонгами на берегу пруда. 
- В 150 метрах остановка общественного транспорта;
- До станции метро 15 минут на автомобиле;
- В 7 минутах езды на автомобиле - аквапарк ""Лимпопо"", ТЦ Глобус, Океанариум, горнолыжный комплекс ""Уктус"", термо - источники ""Баден-Баден"".
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, закрытый двор, охрана, наземный паркинг, подземный паркинг, лифт пассажирский, лифт грузовой, косметический ремонт, также имеются: телефон, интернет, кабельное теле . Номер в базе: 9544436.",https://ekb.cian.ru/sale/flat/289064519/,2021.0,25,25,,1 совмещенный,,Косметический,,"1 пассажирский, 1 грузовой",Нет информации,,5.0,Нет информации,Нет,126 478 ₽/м²,свободная продажа,,,"19,8",1 балкон,,,,,,
289063789,3 800 000,1,Вторичка,27,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Солнечный, ул. Чемпионов, 4",,"Шикарная квартира, в новом современном микрорайоне. Дом малоэтажный, минимум соседей на этаже и в подъезде. Прекрасная звукоизоляция. В шаговой доступности школа, детский сад, магазины, поликлиника, транспорт. 
В квартире сделан качественный дизайнерский ремонт. Остаётся вся мебель и техника. Поэтому с уверенностью можно сказать, что можно сразу заехать и жить. Ипотека возможна.",https://ekb.cian.ru/sale/flat/289063789/,2019.0,4,6,"2,7",,,Косметический,,,Железобетонные,,15.0,Центральное,Нет,140 741 ₽/м²,свободная продажа,возможна,,,"1 лоджия, 1 балкон",,,,,,
289063057,19 000 000,3,Вторичка,101,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Нагорная, 12",ЖК «Высота»,"Продается отличная просторная семейная трех- или евро-четырехкомнатная квартира с ЧИСТОВОЙ ОТДЕЛКОЙ.

Чистая продажа. Дом сдан. Ключи получены,ЕГРН получен!
3 изолированные просторные комнаты и огромная кухня-столовая 24м2. Большая мастер спальня со своим санузлом.

Малоэтажная 7эт. секция. Квартира на 6 этаже. Мало соседей. Комфортная высота потолков 2,72 м; окна на 2 стороны на Нагорную и во двор, благодаря чему в квартире светло большую часть дня; чистовая отделка: ламинат, обои под покраску, натяжной потолок; 
Огромные окна в подъезде в коридоре у квартир. Квартира в конце коридора, не будет слышно соседей, которых и так мало!

В доме есть красивый холл, где можно встретить гостей или подождать такси, колясочная, велосипедная, гостевой санузел с мойкой для лап животных, лаунж зона на крыше!
Дом расположен в самом центре Екатеринбурга, и в то же время в глубине квартала и изолирован от городского шума и пыли; рядом с домом расположены сетевые продуктовые магазины, кафе и рестораны, фитнес, в шаговой доступности центр города.",https://ekb.cian.ru/sale/flat/289063057/,2023.0,6,7,,,,Евроремонт,,,Железобетонные,,3.0,Центральное,Нет,188 119 ₽/м²,свободная продажа,,57,24,1 лоджия,Монолитный,,,,,
289064821,3 490 000,2,Вторичка,"43,4","Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Культуры, 16",,"Чистая квартира, окна на запад, два окна заменены на пластик, несущих стен нет, возможна перепланировка. Быстрый выход на сделку, один совершеннолетний собственник.",https://ekb.cian.ru/sale/flat/289064821/,1961.0,2,5,"2,7",1 совмещенный,Во двор,Без ремонта,,3 пассажирских,Железобетонные,,4.0,Центральное,Нет,80 415 ₽/м²,свободная продажа,возможна,"31,9","5,5",1 балкон,Панельный,Центральное,,,,
289081153,7 500 000,1,Вторичка,33,"Москва, ВАО, р-н Северное Измайлово, Сиреневый бул., 1К5",,"Предлагается 1-но комнатная квартира в Северном Измайлово. Средний этаж, окна на бульвар. Состояние - жилое, но требует ремонта. В районе прекрасная инфраструктура: в шаговой доступности магазины, банки, метро (ст.Черкизовская) и МЦК (ст.Локомотив). В соседнем дворе школа и детский сад. Напротив находится РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА, МОЛОДЕЖИ И ТУРИЗМА.
Капитальный ремонт зон общего пользования и водяных сетей в квартирах произведен несколько лет назад. Квартира подойдет как для проживания, так и для сдачи в наем.
Документы: 1 собственник, ДКП 2021 года. Ипотека - 2022 года. (Банк Тинькофф). Полная стоимость в договjре. Свободная продажа. Просмотры по предварительной договоренности. Звоните, отвечу на все вопросы. Сергей.",https://www.cian.ru/sale/flat/289081153/,1970.0,4,9,,1 совмещенный,,Без ремонта,II-49Д,,Железобетонные,,6.0,Центральное,Нет,227 273 ₽/м²,свободная продажа,возможна,"18,7","6,7",,Блочный,Центральное,Да,,,
289080586,13 499 000,2,Вторичка,"36,9","Москва, СВАО, р-н Марьина роща, Октябрьская ул., 91К3",,"Продается 2-х комнатная квартира в Районе Марьиной рощи. До станции метро 700 м. Один собственник с 2016 года, свободная продажа. Развитая инфраструктура, хорошая школа в шаговой доступности. Напротив дома многофункциональный спортивно-оздоровительный комплекс Академия льда. Мебель и техника останется новому владельцу. 15 минут до Цветного бульвара

Продажа в связи с покупкой новой квартиры",https://www.cian.ru/sale/flat/289080586/,1967.0,3,9,"2,64",1 совмещенный,На улицу,Косметический,II-18,1 пассажирский,Деревянные,Наземная,1.0,Центральное,Нет,365 827 ₽/м²,свободная продажа,возможна,21,"7,5",1 балкон,Монолитный,,Да,,,
289080548,17 800 000,1,Новостройка,44,"Москва, СВАО, р-н Марьина роща, ул. 4-я Марьиной рощи, 12К1",ЖК «Mod (Мод)»,"Уникальный ЛОТ!!! Видовая евро 2-х комнатная квартира 44 м2 в корпусе D жилого комплекса премиум-класса MOD.

Квартира подходит как покупка для будущего проживания, как инвестиция или под сдачу в аренду (срок передачи ключей с 4 кв. 2024 года); продается с предчистовой отделкой White Boх и максимально продуманным планировочным решением.

Сплошное панорамное остекление, вид на красивейшие московские закаты (западная сторона) - на Москва Сити, центр Москвы, в сторону стадиона Динамо и Ходынки.
Планировка с отделкой White box предусматривает: просторный холл 5 м2 со встроенной системой хранения, большой 7м2 сан.узел предусматривающий размещение ванны и построчной зоны; мастер спальня 15 м2; просторная кухня-гостиная 18 м2 - все с видами на Сити, Ходынку и закаты. 

Стены будут уже возведены и готовы под покраску, с полной разводкой электрики и системы кондиционирования, гвс/хвс, выполненной стяжкой пола и встроенными внутрипольными конвекторами, высота потолков - 3,1 м.

Комплекс строится по последним стандартам премиум-класса, включает продуманную взрослую и детскую инфраструктуру с большим проектом озеленения, зонами отдыха и удобным подземным паркингом. Современная авторская архитектура и премиальные стильные входные группы. Зеленый тихий сформированный район с удобным выездом в центр города и ТТК, в шаговой доступности от метро Марьина Роща, Фестивальным и Екатерининским парком.",https://www.cian.ru/sale/flat/289080548/,,32,55,,1 совмещенный,На улицу,,,,,,,,,404 545 ₽/м²,переуступка,возможна,33,6,,Монолитный,,,2024.0,Без отделки,
289080843,26 000 000,2,Новостройка,"89,8","Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЖК «Shagal (Шагал)»,"КВАРТИРА С ТЕРРАСОЙ!

САМАЯ ВЫГОДНАЯ ЦЕНА! 
ЛУЧШЕЕ ПРЕДЛОЖЕНИЕ В ЖК бизнес-класса Shagal (Шагал)
Просторная двухкомнатная квартира с собственной террасой - 14 кв м и лоджией 4 кв м на 7 этаже 9-этажного дома. 
Срок сдачи дома - конец 2024 года
Этаж с квартирой уже построен

ЖК бизнес-класса Shaga Шагал) - это масштабный проект от группы Эталон. Концепция город в городе создает уникальное жилое пространство будущего. Собственная инфраструктура и отличная транспортная доступность, а также концепция сочетания жилых зон и зон отдыха, набережной и прогулочных пространств создает особую атмосферу и подчеркивает существенное отличие от других подобных комплексов. Нет ничего подобного. 
Квартира с террасой в окружении парковых зон и набережных - это мечта! И вы легко и выгодно можете её осуществить прямо сейчас! 

Два взрослых собственника. 
Звоните, отвечу на все вопросы
Ирина",https://www.cian.ru/sale/flat/289080843/,,7,9,,2 раздельных,На улицу и двор,,,,,,,,,289 532 ₽/м²,переуступка,возможна,"40,4","18,4","1 лоджия, 1 балкон",Монолитный,,,2024.0,Без отделки,
289081031,15 000 000,1,Вторичка,42,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 107к3",ЖК «Квартал 38А»,"Предлагаем просторную квартиру современной планировки в доме бизнес класса в пешей доступности от м. Новаторская. Большая кухня с кухонным гарнитуром, бытовой техникой и выходом на лоджию с панорамным остеклением. Изолированная комната, раздельный санузел, просторный холл с гардеробной. Консьерж. Зеленый двор с детскими и спортивными площадками. Прекрасные соседи. Свободная парковка у дома и подземный паркинг. Рядом с домом расположена - хорошо развитая инфраструктура: есть продуктовые магазины как сетевые, так и частные, кафе, рестораны, банки, фитнес клубы и большой ТЦ Рио. Один взрослый собственник. Полная стоимость в договоре. СВОБОДНАЯ ПРОДАЖА. Отличный вариант как для арендного бизнеса, так и для собственного проживания",https://www.cian.ru/sale/flat/289081031/,2011.0,3,21,"2,7",1 раздельный,Во двор,Косметический,Индивидуальный проект,"2 пассажирских, 1 грузовой",Нет информации,Подземная,4.0,Центральное,Нет,357 143 ₽/м²,свободная продажа,возможна,17,12,1 лоджия,Кирпичный,,Да,,,
289081319,14 800 000,3,Вторичка,63,"Москва, ЮЗАО, р-н Теплый Стан, ул. Теплый Стан, 21К5",,"Продаем уютную трехкомнатную квартиру! Все комнаты  изолированные. Одна большая лоджия! Мебель и основную бытовую технику оставим. Неподалёку скоро откроется метро, автобусные остановки,  детсады, школы,  мфц, тц. и супермаркеты. Благоустроенный большой зеленый двор. Рядом ландшафтный заказник Тёплый Стан с прудом. Два взрослых собственника. В собственности более 7 лет.",https://www.cian.ru/sale/flat/289081319/,1973.0,5,9,"2,64",1 раздельный,На улицу и двор,Косметический,1-515,1 пассажирский,Нет информации,Наземная,8.0,Центральное,Нет,234 921 ₽/м²,свободная продажа,возможна,40,"8,6",1 лоджия,,Центральное,Нет,,,
289080653,12 300 000,2,Вторичка,"37,7","Москва, ЗАО, р-н Тропарево-Никулино, ул. 26 Бакинских Комиссаров, 10к6",,"Предлагаем купить двухкомнатную квартиру в хорошем районе.
Небольшая двухкомнатная квартира с двумя изолированными комнатами, большим балконом и раздельным санузлом. Квартира под ремонт. 
Развитая инфраструктура района. В шаговой доступности школы и детские сады, поликлиники, фитнес, парк, и много другой социально важной инфраструктуры района. Удобная транспортная доступность.
Свободная продажа. Один взрослый собственник.",https://www.cian.ru/sale/flat/289080653/,1972.0,3,14,"2,64",1 раздельный,Во двор,Косметический,И-209А,2 пассажирских,Железобетонные,Наземная,1.0,Центральное,Нет,326 260 ₽/м²,свободная продажа,возможна,23,6,1 балкон,Панельный,Центральное,Да,,,
289080853,28 500 000,2,Вторичка,"80,3","Санкт-Петербург, р-н Красногвардейский, Большая Охта, просп. Шаумяна, 14",,"Просторная евро-трехкомнатная квартира на берегу реки Охта в престижном доме бизнес-класса ЖК Альтер от проекта AAG, в архитектурном стиле американского ар-деко. 
Закрытый двор, выполненный создателями ландшафта Новой Голландии, доступный только жителям комплекса, обеспечивает полную безопасность и комфорт. Sky Lounge на крыше и торговая галлерея, с доступом из парадной. 
Квартира 80,3 м2 располагается на 4 этаже С секции, с одной из самых удачных планировок комплекса, вдалеке от проезжей части. 
Из панорамных окон квартиры открывается живописный вид на новую обустроенную набережную реки Охты и парк. Вокруг дома богатое озеленение, множество зон отдыха для взрослых и детей.
В собственности паркинг-место с удобным расположением непосредственно у лифта парадной (в стоимость не включено, цена договоренная).",https://spb.cian.ru/sale/flat/289080853/,2022.0,4,13,3,2 совмещенных,На улицу,Без ремонта,,"1 пассажирский, 1 грузовой",Нет информации,Подземная,,Нет информации,Нет,354 919 ₽/м²,свободная продажа,возможна,,,,,,,,,
